,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1158,2011-03-12 22:00:00,1,0,0,1,14.76,18.94,71,0.0,7,56,63
2306,2011-06-04 00:00:00,2,0,0,1,22.96,26.515,52,0.0,24,69,93
273,2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,2,54,56
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
3956,2011-09-15 21:00:00,3,0,1,1,18.86,22.725,63,22.0028,11,134,145
4865,2011-11-15 19:00:00,4,0,1,2,20.5,24.24,72,23.9994,27,259,286
5813,2012-01-17 10:00:00,1,0,1,3,12.3,14.395,87,16.9979,1,61,62
3188,2011-08-02 18:00:00,3,0,1,2,35.26,37.88,34,12.998,65,491,556
1725,2011-04-17 19:00:00,2,0,0,1,22.96,26.515,30,19.9995,75,135,210
5135,2011-12-08 01:00:00,4,0,1,1,10.66,11.365,81,23.9994,1,6,7
6774,2012-03-19 13:00:00,1,0,1,1,25.42,30.305,61,16.9979,69,194,263
1564,2011-04-11 01:00:00,2,0,1,1,18.86,22.725,94,19.0012,1,3,4
1782,2011-05-01 04:00:00,2,0,0,1,16.4,20.455,76,7.0015,6,11,17
843,2011-02-18 14:00:00,1,0,1,1,27.06,31.06,36,19.9995,73,118,191
10182,2012-11-09 16:00:00,4,0,1,1,18.86,22.725,38,11.0014,57,377,434
10320,2012-11-15 10:00:00,4,0,1,2,13.12,16.665,66,8.9981,11,142,153
904,2011-03-02 03:00:00,1,0,1,1,9.02,10.605,69,19.0012,3,1,4
7062,2012-04-12 15:00:00,2,0,1,1,19.68,23.485,31,16.9979,42,169,211
10533,2012-12-05 07:00:00,4,0,1,3,18.86,22.725,59,19.9995,9,389,398
6124,2012-02-11 10:00:00,1,0,0,3,9.02,12.12,93,7.0015,23,143,166
1547,2011-04-10 08:00:00,2,0,0,2,15.58,19.695,94,6.0032,17,38,55
2080,2011-05-13 14:00:00,2,0,1,2,21.32,25.0,87,19.0012,70,120,190
5369,2011-12-17 19:00:00,4,0,0,3,9.84,10.605,65,22.0028,11,95,106
3985,2011-09-17 02:00:00,3,0,0,1,18.86,22.725,82,6.0032,18,61,79
7626,2012-05-17 03:00:00,2,0,1,1,24.6,29.545,73,16.9979,0,3,3
9166,2012-09-05 07:00:00,3,0,1,2,28.7,33.335,79,16.9979,11,489,500
7392,2012-05-07 09:00:00,2,0,1,2,20.5,24.24,82,15.0013,61,289,350
7848,2012-06-07 09:00:00,2,0,1,1,23.78,27.275,68,0.0,37,300,337
8945,2012-08-15 02:00:00,3,0,1,1,27.88,31.82,65,0.0,1,7,8
7045,2012-04-11 22:00:00,2,0,1,1,13.94,15.15,57,22.0028,4,130,134
3820,2011-09-10 04:00:00,3,0,0,1,23.78,27.275,94,6.0032,3,4,7
2646,2011-06-18 04:00:00,2,0,0,1,24.6,27.275,88,6.0032,1,4,5
5325,2011-12-15 23:00:00,4,0,1,1,21.32,25.0,63,22.0028,10,104,114
8370,2012-07-10 03:00:00,3,0,1,1,27.88,31.82,79,0.0,0,3,3
6108,2012-02-10 18:00:00,1,0,1,3,12.3,15.15,61,8.9981,14,345,359
7817,2012-06-06 02:00:00,2,0,1,1,20.5,24.24,68,0.0,4,7,11
8279,2012-07-06 08:00:00,3,0,1,1,32.8,35.605,41,11.0014,28,557,585
4350,2011-10-13 07:00:00,4,0,1,3,22.14,25.76,100,8.9981,5,76,81
7252,2012-05-01 13:00:00,2,0,1,2,29.52,33.335,51,15.0013,41,208,249
2155,2011-05-16 17:00:00,2,0,1,1,23.78,27.275,88,15.0013,47,227,274
8015,2012-06-14 08:00:00,2,0,1,1,24.6,30.305,64,22.0028,37,682,719
3715,2011-09-05 17:00:00,3,1,0,2,27.06,29.545,89,7.0015,37,77,114
4057,2011-10-01 02:00:00,4,0,0,1,18.86,22.725,63,27.9993,21,46,67
7808,2012-06-05 17:00:00,2,0,1,1,24.6,31.06,43,0.0,86,764,850
9049,2012-08-19 10:00:00,3,0,0,2,27.88,31.82,69,0.0,138,287,425
7110,2012-04-14 15:00:00,2,0,0,2,26.24,31.06,27,23.9994,311,347,658
7911,2012-06-10 00:00:00,2,0,0,1,27.06,31.06,69,7.0015,33,125,158
3102,2011-07-18 04:00:00,3,0,1,1,26.24,29.545,78,11.0014,1,3,4
558,2011-02-06 10:00:00,1,0,0,1,12.3,14.395,52,16.9979,15,74,89
7437,2012-05-09 06:00:00,2,0,1,2,22.96,26.515,88,7.0015,5,121,126
5228,2011-12-11 22:00:00,4,0,0,1,9.02,13.635,55,0.0,7,36,43
1436,2011-04-05 17:00:00,2,0,1,1,17.22,21.21,38,27.9993,27,246,273
507,2011-02-04 07:00:00,1,0,1,1,5.74,10.605,59,0.0,0,87,87
4472,2011-10-18 09:00:00,4,0,1,2,21.32,25.0,77,6.0032,29,198,227
1869,2011-05-04 19:00:00,2,0,1,1,17.22,21.21,58,23.9994,30,266,296
755,2011-02-14 20:00:00,1,0,1,1,14.76,15.91,46,31.0009,5,65,70
6495,2012-03-07 21:00:00,1,0,1,1,18.04,21.97,62,16.9979,11,177,188
4050,2011-09-19 19:00:00,3,0,1,2,22.96,26.515,68,7.0015,41,333,374
9000,2012-08-17 09:00:00,3,0,1,1,28.7,12.12,58,7.0015,58,320,378
3836,2011-09-10 20:00:00,3,0,0,1,27.06,31.06,69,7.0015,78,167,245
4386,2011-10-14 19:00:00,4,0,1,1,22.14,25.76,39,22.0028,27,221,248
7610,2012-05-16 11:00:00,2,0,1,1,28.7,32.575,54,8.9981,55,212,267
2118,2011-05-15 04:00:00,2,0,0,2,21.32,25.0,100,0.0,5,8,13
8748,2012-08-06 21:00:00,3,0,1,1,30.34,34.85,70,12.998,72,245,317
729,2011-02-13 18:00:00,1,0,0,1,16.4,20.455,32,19.9995,17,78,95
501,2011-02-04 00:00:00,1,0,1,2,8.2,12.88,44,0.0,3,10,13
8832,2012-08-10 09:00:00,3,0,1,2,26.24,28.79,89,0.0,21,199,220
7475,2012-05-10 20:00:00,2,0,1,1,21.32,25.0,40,22.0028,59,315,374
6473,2012-03-06 23:00:00,1,0,1,1,11.48,13.635,61,15.0013,3,51,54
1539,2011-04-10 00:00:00,2,0,0,2,15.58,19.695,87,6.0032,5,48,53
8977,2012-08-16 10:00:00,3,0,1,1,30.34,33.335,48,8.9981,78,121,199
1211,2011-03-15 06:00:00,1,0,1,1,9.02,11.365,80,12.998,3,32,35
9940,2012-10-18 13:00:00,4,0,1,1,25.42,31.06,53,23.9994,96,236,332
672,2011-02-11 08:00:00,1,0,1,1,4.1,6.06,74,11.0014,4,212,216
4915,2011-11-17 21:00:00,4,0,1,1,12.3,14.395,42,16.9979,3,113,116
5169,2011-12-09 11:00:00,4,0,1,1,13.12,15.15,70,16.9979,15,121,136
3377,2011-08-10 15:00:00,3,0,1,1,35.26,37.12,30,22.0028,53,141,194
4476,2011-10-18 13:00:00,4,0,1,2,26.24,31.06,38,12.998,48,171,219
9580,2012-10-03 13:00:00,4,0,1,2,28.7,33.335,74,7.0015,55,224,279
1464,2011-04-06 21:00:00,2,0,1,1,18.86,22.725,41,19.0012,18,84,102
4745,2011-11-10 19:00:00,4,0,1,2,14.76,17.425,71,15.0013,19,192,211
9729,2012-10-09 18:00:00,4,0,1,2,20.5,24.24,72,15.0013,26,758,784
1192,2011-03-14 10:00:00,1,0,1,1,13.94,15.91,42,16.9979,27,57,84
3793,2011-09-09 01:00:00,3,0,1,2,25.42,25.76,100,11.0014,0,8,8
1872,2011-05-04 22:00:00,2,0,1,1,15.58,19.695,62,15.0013,9,80,89
3590,2011-08-19 12:00:00,3,0,1,2,30.34,34.09,62,6.0032,54,168,222
8032,2012-06-15 01:00:00,2,0,1,1,23.78,27.275,78,12.998,9,42,51
10635,2012-12-09 13:00:00,4,0,0,2,15.58,19.695,87,19.0012,65,220,285
505,2011-02-04 05:00:00,1,0,1,2,5.74,7.575,63,8.9981,0,7,7
243,2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
506,2011-02-04 06:00:00,1,0,1,2,6.56,11.365,55,0.0,2,26,28
10421,2012-11-19 15:00:00,4,0,1,1,18.04,21.97,54,12.998,44,213,257
10403,2012-11-18 21:00:00,4,0,0,1,14.76,16.665,66,16.9979,17,93,110
7958,2012-06-11 23:00:00,2,0,1,2,28.7,32.575,58,15.0013,8,72,80
5561,2012-01-06 20:00:00,1,0,1,1,17.22,21.21,41,12.998,14,163,177
5582,2012-01-07 17:00:00,1,0,0,2,22.14,25.76,43,8.9981,87,235,322
5982,2012-02-05 11:00:00,1,0,0,2,10.66,12.88,70,12.998,22,160,182
1773,2011-04-19 19:00:00,2,0,1,2,20.5,24.24,72,12.998,28,248,276
5151,2011-12-08 17:00:00,4,0,1,1,12.3,15.91,49,7.0015,10,321,331
10717,2012-12-12 23:00:00,4,0,1,2,11.48,13.635,56,15.0013,3,76,79
5872,2012-01-19 21:00:00,1,0,1,1,10.66,11.365,44,23.9994,4,117,121
9298,2012-09-10 19:00:00,3,0,1,1,25.42,31.06,38,19.9995,71,562,633
797,2011-02-16 16:00:00,1,0,1,1,18.86,22.725,31,26.0027,26,96,122
3618,2011-09-01 16:00:00,3,0,1,1,30.34,33.335,51,12.998,55,253,308
2381,2011-06-07 03:00:00,2,0,1,1,24.6,29.545,73,6.0032,1,1,2
2829,2011-07-06 19:00:00,3,0,1,1,30.34,34.85,70,15.0013,71,323,394
10153,2012-11-08 11:00:00,4,0,1,1,14.76,16.665,29,26.0027,16,155,171
9526,2012-10-01 07:00:00,4,0,1,1,18.04,21.97,77,11.0014,13,470,483
4633,2011-11-06 03:00:00,4,0,0,1,9.84,14.395,87,0.0,5,4,9
312,2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,2,59,61
746,2011-02-14 11:00:00,1,0,1,1,21.32,25.0,23,16.9979,10,43,53
3569,2011-08-18 15:00:00,3,0,1,1,32.8,36.365,46,23.9994,56,118,174
790,2011-02-16 09:00:00,1,0,1,1,9.84,10.605,52,19.0012,2,122,124
2476,2011-06-11 02:00:00,2,0,0,1,28.7,33.335,79,7.0015,10,50,60
10160,2012-11-08 18:00:00,4,0,1,1,16.4,20.455,24,27.9993,16,491,507
2570,2011-06-15 00:00:00,2,0,1,1,22.96,26.515,64,23.9994,8,44,52
6340,2012-03-01 10:00:00,1,0,1,1,21.32,25.0,55,11.0014,11,122,133
7220,2012-04-19 05:00:00,2,0,1,1,16.4,20.455,82,0.0,0,30,30
4355,2011-10-13 12:00:00,4,0,1,2,25.42,28.03,88,0.0,10,95,105
2163,2011-05-17 01:00:00,2,0,1,3,22.96,26.515,88,0.0,7,6,13
8814,2012-08-09 15:00:00,3,0,1,1,36.08,38.635,32,15.0013,63,204,267
7563,2012-05-14 12:00:00,2,0,1,2,22.96,26.515,88,19.0012,53,132,185
380,2011-01-17 08:00:00,1,1,0,2,6.56,7.575,47,15.0013,3,30,33
7272,2012-05-02 09:00:00,2,0,1,2,22.96,26.515,88,0.0,26,289,315
1292,2011-03-18 17:00:00,1,0,1,1,28.7,31.82,37,22.0028,95,237,332
1912,2011-05-06 14:00:00,2,0,1,1,24.6,31.06,40,30.0026,86,127,213
5464,2012-01-02 19:00:00,1,1,0,1,9.84,11.365,38,15.0013,4,89,93
599,2011-02-08 03:00:00,1,0,1,3,11.48,13.635,93,11.0014,0,1,1
3892,2011-09-13 05:00:00,3,0,1,1,22.96,26.515,88,0.0,1,19,20
4141,2011-10-04 14:00:00,4,0,1,1,23.78,27.275,53,16.9979,27,156,183
1652,2011-04-14 18:00:00,2,0,1,1,22.96,26.515,30,0.0,47,290,337
6261,2012-02-17 03:00:00,1,0,1,2,11.48,14.395,93,7.0015,0,1,1
1893,2011-05-05 19:00:00,2,0,1,1,22.14,25.76,28,15.0013,56,305,361
1944,2011-05-07 22:00:00,2,0,0,1,22.14,25.76,49,12.998,26,94,120
3395,2011-08-11 09:00:00,3,0,1,1,29.52,32.575,39,15.0013,31,166,197
6563,2012-03-10 17:00:00,1,0,0,1,14.76,18.94,23,0.0,104,250,354
4362,2011-10-13 19:00:00,4,0,1,2,25.42,28.79,83,11.0014,18,187,205
10637,2012-12-09 15:00:00,4,0,0,3,14.76,17.425,93,11.0014,25,200,225
375,2011-01-17 03:00:00,1,1,0,2,7.38,9.09,43,12.998,0,2,2
1966,2011-05-08 20:00:00,2,0,0,1,21.32,25.0,77,8.9981,42,132,174
3957,2011-09-15 22:00:00,3,0,1,1,18.04,21.97,67,19.0012,7,108,115
9564,2012-10-02 21:00:00,4,0,1,3,25.42,27.275,94,7.0015,24,265,289
4423,2011-10-16 08:00:00,4,0,0,1,18.04,21.97,62,12.998,28,71,99
1243,2011-03-16 15:00:00,1,0,1,2,16.4,20.455,76,16.9979,22,79,101
10830,2012-12-17 16:00:00,4,0,1,3,16.4,20.455,94,16.9979,15,287,302
5911,2012-02-02 12:00:00,1,0,1,1,17.22,21.21,82,0.0,8,140,148
10776,2012-12-15 10:00:00,4,0,0,1,13.12,15.91,61,11.0014,23,250,273
7213,2012-04-18 22:00:00,2,0,1,2,17.22,21.21,77,6.0032,9,153,162
1471,2011-04-07 04:00:00,2,0,1,1,13.94,16.665,76,12.998,0,1,1
3346,2011-08-09 08:00:00,3,0,1,1,30.34,34.85,66,0.0,40,352,392
4522,2011-11-01 12:00:00,4,0,1,1,20.5,24.24,48,6.0032,23,153,176
8290,2012-07-06 19:00:00,3,0,1,1,36.08,39.395,35,15.0013,112,306,418
2853,2011-07-07 19:00:00,3,0,1,1,33.62,38.635,52,19.0012,79,286,365
4506,2011-10-19 20:00:00,4,0,1,3,24.6,25.76,94,6.0032,5,140,145
10326,2012-11-15 16:00:00,4,0,1,2,14.76,17.425,57,12.998,24,318,342
9797,2012-10-12 14:00:00,4,0,1,1,22.96,26.515,37,31.0009,109,262,371
10643,2012-12-09 21:00:00,4,0,0,2,14.76,18.18,100,7.0015,10,86,96
7709,2012-06-01 14:00:00,2,0,1,3,29.52,34.09,66,19.0012,55,199,254
4062,2011-10-01 07:00:00,4,0,0,3,17.22,21.21,67,16.9979,6,30,36
9642,2012-10-06 03:00:00,4,0,0,1,22.14,25.76,77,15.0013,2,54,56
8876,2012-08-12 05:00:00,3,0,0,1,26.24,31.06,61,12.998,1,9,10
4306,2011-10-11 11:00:00,4,0,1,2,24.6,29.545,73,11.0014,31,92,123
7933,2012-06-10 22:00:00,2,0,0,1,28.7,32.575,65,11.0014,42,117,159
6250,2012-02-16 16:00:00,1,0,1,3,13.94,18.18,81,0.0,8,110,118
8414,2012-07-11 23:00:00,3,0,1,2,28.7,32.575,58,16.9979,20,132,152
6323,2012-02-19 17:00:00,1,0,0,2,12.3,14.395,49,16.9979,22,135,157
3990,2011-09-17 07:00:00,3,0,0,2,18.86,22.725,77,12.998,4,33,37
1049,2011-03-08 06:00:00,1,0,1,1,8.2,12.88,59,0.0,3,42,45
8872,2012-08-12 01:00:00,3,0,0,1,25.42,29.545,78,8.9981,21,92,113
6391,2012-03-03 13:00:00,1,0,0,1,18.04,21.97,51,19.0012,87,252,339
8744,2012-08-06 17:00:00,3,0,1,1,33.62,37.12,41,0.0,112,746,858
2035,2011-05-11 17:00:00,2,0,1,1,26.24,31.06,47,7.0015,17,242,259
4039,2011-09-19 08:00:00,3,0,1,2,21.32,25.0,77,8.9981,29,391,420
6271,2012-02-17 13:00:00,1,0,1,1,16.4,20.455,43,23.9994,34,171,205
6215,2012-02-15 05:00:00,1,0,1,1,11.48,14.395,70,7.0015,0,25,25
10191,2012-11-10 01:00:00,4,0,0,1,12.3,15.91,81,6.0032,8,68,76
1972,2011-05-09 02:00:00,2,0,1,1,18.04,21.97,94,0.0,6,2,8
5710,2012-01-13 02:00:00,1,0,1,1,16.4,20.455,76,23.9994,1,13,14
2099,2011-05-14 09:00:00,2,0,0,2,21.32,25.0,94,6.0032,14,86,100
1499,2011-04-08 08:00:00,2,0,1,3,13.94,16.665,87,11.0014,13,208,221
7440,2012-05-09 09:00:00,2,0,1,2,24.6,28.03,83,0.0,40,285,325
652,2011-02-10 10:00:00,1,0,1,1,4.92,5.305,42,19.9995,1,34,35
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20
4085,2011-10-02 06:00:00,4,0,0,1,13.12,15.91,81,11.0014,2,13,15
242,2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
6832,2012-04-03 00:00:00,2,0,1,1,16.4,20.455,43,8.9981,1,32,33
4371,2011-10-14 04:00:00,4,0,1,1,22.96,26.515,94,12.998,0,8,8
1644,2011-04-14 10:00:00,2,0,1,1,20.5,24.24,51,12.998,21,68,89
2756,2011-07-03 18:00:00,3,0,0,3,32.8,37.12,49,56.9969,74,107,181
8206,2012-07-03 07:00:00,3,0,1,1,30.34,34.09,58,0.0,21,462,483
6524,2012-03-09 02:00:00,1,0,1,3,19.68,23.485,77,27.9993,2,9,11
2076,2011-05-13 10:00:00,2,0,1,2,21.32,25.0,83,8.9981,31,99,130
4103,2011-10-03 00:00:00,4,0,1,1,13.94,17.425,87,7.0015,3,13,16
10414,2012-11-19 08:00:00,4,0,1,2,14.76,16.665,66,19.9995,13,650,663
8200,2012-07-03 01:00:00,3,0,1,1,29.52,33.335,58,0.0,5,9,14
4801,2011-11-13 03:00:00,4,0,0,2,14.76,17.425,62,8.9981,8,20,28
5800,2012-01-16 20:00:00,1,1,0,1,10.66,12.12,60,19.0012,2,88,90
5860,2012-01-19 09:00:00,1,0,1,1,4.92,9.85,54,0.0,6,204,210
6106,2012-02-10 16:00:00,1,0,1,2,13.94,15.91,42,16.9979,28,240,268
10654,2012-12-10 08:00:00,4,0,1,2,17.22,21.21,100,16.9979,9,575,584
5759,2012-01-15 03:00:00,1,0,0,2,6.56,6.82,48,26.0027,1,24,25
10212,2012-11-10 22:00:00,4,0,0,1,15.58,19.695,71,6.0032,39,154,193
5667,2012-01-11 07:00:00,1,0,1,1,8.2,10.605,80,8.9981,9,247,256
6855,2012-04-03 23:00:00,2,0,1,1,20.5,24.24,59,0.0,13,66,79
5359,2011-12-17 09:00:00,4,0,0,2,10.66,12.12,56,16.9979,5,95,100
9073,2012-09-01 10:00:00,3,0,0,2,31.98,36.365,55,12.998,128,289,417
4661,2011-11-07 07:00:00,4,0,1,2,11.48,15.91,93,0.0,6,305,311
4078,2011-10-01 23:00:00,4,0,0,3,14.76,17.425,93,15.0013,8,57,65
10422,2012-11-19 16:00:00,4,0,1,1,17.22,21.21,58,16.9979,55,325,380
640,2011-02-09 21:00:00,1,0,1,2,5.74,7.575,86,11.0014,0,83,83
1270,2011-03-17 18:00:00,1,0,1,2,18.86,22.725,59,11.0014,50,260,310
2778,2011-07-04 16:00:00,3,1,0,1,33.62,37.12,41,0.0,236,216,452
6302,2012-02-18 20:00:00,1,0,0,1,18.04,21.97,44,11.0014,25,123,148
4932,2011-11-18 14:00:00,4,0,1,1,13.94,16.665,31,8.9981,31,123,154
1985,2011-05-09 15:00:00,2,0,1,1,25.42,31.06,41,15.0013,51,148,199
3861,2011-09-11 21:00:00,3,0,0,1,26.24,30.305,69,0.0,45,114,159
3480,2011-08-14 22:00:00,3,0,0,3,24.6,27.275,88,32.9975,14,25,39
1534,2011-04-09 19:00:00,2,0,0,2,15.58,19.695,82,8.9981,47,83,130
325,2011-01-15 01:00:00,1,0,0,2,6.56,9.85,59,6.0032,2,18,20
2338,2011-06-05 08:00:00,2,0,0,2,24.6,29.545,73,16.9979,24,74,98
3980,2011-09-16 21:00:00,3,0,1,2,20.5,24.24,63,0.0,39,124,163
9500,2012-09-19 05:00:00,3,0,1,2,21.32,25.0,68,19.0012,2,54,56
5636,2012-01-09 23:00:00,1,0,1,2,9.02,12.12,87,7.0015,1,51,52
4054,2011-09-19 23:00:00,3,0,1,2,22.96,26.515,73,12.998,13,55,68
2237,2011-06-01 03:00:00,2,0,1,1,27.88,31.82,89,12.998,0,6,6
5229,2011-12-11 23:00:00,4,0,0,1,8.2,12.88,69,0.0,4,31,35
8333,2012-07-08 14:00:00,3,0,0,1,39.36,45.455,36,11.0014,77,235,312
4571,2011-11-03 13:00:00,4,0,1,2,21.32,25.0,48,16.9979,19,150,169
10531,2012-12-05 05:00:00,4,0,1,1,20.5,24.24,59,19.0012,1,48,49
8538,2012-07-17 03:00:00,3,0,1,1,29.52,34.09,66,0.0,0,3,3
864,2011-02-19 11:00:00,1,0,0,1,18.04,21.97,16,39.0007,47,76,123
6806,2012-04-01 21:00:00,2,0,0,2,20.5,24.24,59,11.0014,33,101,134
4942,2011-11-19 00:00:00,4,0,0,1,10.66,12.88,56,12.998,4,49,53
7432,2012-05-09 01:00:00,2,0,1,2,24.6,28.79,78,16.9979,3,11,14
6228,2012-02-15 18:00:00,1,0,1,1,16.4,20.455,40,15.0013,9,459,468
371,2011-01-16 23:00:00,1,0,0,2,8.2,11.365,40,7.0015,0,18,18
7519,2012-05-12 16:00:00,2,0,0,2,28.7,31.82,21,12.998,254,337,591
7436,2012-05-09 05:00:00,2,0,1,2,22.96,26.515,88,8.9981,1,27,28
6846,2012-04-03 14:00:00,2,0,1,1,22.96,26.515,21,15.0013,120,191,311
9543,2012-10-02 00:00:00,4,0,1,2,22.96,26.515,73,0.0,1,30,31
7049,2012-04-12 02:00:00,2,0,1,1,13.12,15.15,61,19.0012,0,4,4
10117,2012-11-06 22:00:00,4,0,1,2,12.3,14.395,56,15.0013,17,136,153
9512,2012-09-19 17:00:00,3,0,1,1,24.6,31.06,38,15.0013,74,812,886
2364,2011-06-06 10:00:00,2,0,1,1,29.52,33.335,51,15.0013,31,64,95
3213,2011-08-03 19:00:00,3,0,1,3,28.7,33.335,84,0.0,51,270,321
911,2011-03-02 10:00:00,1,0,1,1,13.12,15.15,49,19.0012,11,65,76
9860,2012-10-15 05:00:00,4,0,1,2,22.96,26.515,73,19.0012,2,38,40
9503,2012-09-19 08:00:00,3,0,1,1,21.32,25.0,59,15.0013,39,758,797
3789,2011-09-08 21:00:00,3,0,1,3,26.24,28.03,94,7.0015,6,76,82
7804,2012-06-05 13:00:00,2,0,1,2,24.6,31.06,46,11.0014,66,201,267
9183,2012-09-06 00:00:00,3,0,1,2,28.7,33.335,84,6.0032,30,35,65
7812,2012-06-05 21:00:00,2,0,1,1,22.14,25.76,56,11.0014,30,253,283
7104,2012-04-14 09:00:00,2,0,0,1,17.22,21.21,54,8.9981,59,206,265
5060,2011-12-04 22:00:00,4,0,0,1,13.94,17.425,87,7.0015,5,59,64
1423,2011-04-05 04:00:00,2,0,1,3,20.5,24.24,88,32.9975,0,2,2
10676,2012-12-11 06:00:00,4,0,1,2,13.94,15.15,71,19.9995,0,118,118
479,2011-02-03 01:00:00,1,0,1,1,8.2,7.575,44,35.0008,0,5,5
662,2011-02-10 20:00:00,1,0,1,1,5.74,9.09,31,6.0032,4,93,97
5354,2011-12-17 04:00:00,4,0,0,1,9.84,12.12,65,11.0014,0,9,9
9791,2012-10-12 08:00:00,4,0,1,1,17.22,21.21,71,6.0032,34,711,745
10375,2012-11-17 17:00:00,4,0,0,1,15.58,19.695,40,11.0014,101,302,403
2988,2011-07-13 10:00:00,3,0,1,1,33.62,37.88,46,12.998,33,80,113
1119,2011-03-11 07:00:00,1,0,1,1,10.66,12.88,70,12.998,10,104,114
2776,2011-07-04 14:00:00,3,1,0,1,32.8,36.365,46,0.0,235,173,408
4535,2011-11-02 01:00:00,4,0,1,1,12.3,16.665,87,0.0,2,8,10
10513,2012-12-04 11:00:00,4,0,1,1,19.68,23.485,77,12.998,24,183,207
9916,2012-10-17 13:00:00,4,0,1,2,22.14,25.76,49,8.9981,73,237,310
7945,2012-06-11 10:00:00,2,0,1,1,29.52,34.09,62,11.0014,52,95,147
9155,2012-09-04 20:00:00,3,0,1,1,30.34,34.85,70,16.9979,47,338,385
5269,2011-12-13 15:00:00,4,0,1,1,16.4,20.455,35,16.9979,7,144,151
4427,2011-10-16 12:00:00,4,0,0,1,23.78,27.275,35,16.9979,167,277,444
8518,2012-07-16 07:00:00,3,0,1,1,29.52,34.09,70,6.0032,24,459,483
5247,2011-12-12 17:00:00,4,0,1,2,12.3,16.665,56,0.0,7,352,359
5719,2012-01-13 11:00:00,1,0,1,1,9.84,9.09,38,40.9973,12,102,114
3981,2011-09-16 22:00:00,3,0,1,1,19.68,23.485,67,6.0032,32,135,167
7586,2012-05-15 11:00:00,2,0,1,1,26.24,29.545,78,12.998,38,186,224
2893,2011-07-09 11:00:00,3,0,0,1,31.98,34.85,46,19.9995,101,189,290
2669,2011-06-19 03:00:00,2,0,0,2,27.06,30.305,78,8.9981,14,16,30
3977,2011-09-16 18:00:00,3,0,1,2,21.32,25.0,52,11.0014,55,427,482
6307,2012-02-19 01:00:00,1,0,0,2,13.12,15.15,39,16.9979,10,62,72
279,2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
8619,2012-08-01 12:00:00,3,0,1,1,32.8,37.12,49,7.0015,75,209,284
8037,2012-06-15 06:00:00,2,0,1,1,22.14,25.76,83,8.9981,9,142,151
7287,2012-05-03 00:00:00,2,0,1,2,19.68,23.485,82,15.0013,15,75,90
8285,2012-07-06 14:00:00,3,0,1,1,36.9,40.15,31,11.0014,91,184,275
5197,2011-12-10 15:00:00,4,0,0,1,13.94,15.15,34,23.9994,60,239,299
6922,2012-04-06 18:00:00,2,0,1,1,20.5,24.24,22,31.0009,104,380,484
1694,2011-04-16 12:00:00,2,0,0,2,18.86,22.725,88,39.0007,6,26,32
9715,2012-10-09 04:00:00,4,0,1,3,14.76,17.425,87,11.0014,1,6,7
5018,2011-12-03 04:00:00,4,0,0,1,9.02,11.365,75,8.9981,1,7,8
3479,2011-08-14 21:00:00,3,0,0,3,24.6,27.275,88,32.9975,51,104,155
4416,2011-10-16 01:00:00,4,0,0,1,18.04,21.97,47,8.9981,13,64,77
10141,2012-11-07 22:00:00,4,0,1,3,12.3,14.395,56,16.9979,4,56,60
4155,2011-10-05 04:00:00,4,0,1,1,18.04,21.97,88,0.0,1,4,5
4883,2011-11-16 13:00:00,4,0,1,3,18.86,22.725,94,8.9981,6,52,58
7754,2012-06-03 11:00:00,2,0,0,1,26.24,31.06,41,16.9979,199,312,511
6384,2012-03-03 06:00:00,1,0,0,2,14.76,18.18,93,6.0032,1,6,7
9397,2012-09-14 22:00:00,3,0,1,1,25.42,28.79,83,12.998,40,189,229
9371,2012-09-13 20:00:00,3,0,1,1,25.42,30.305,69,7.0015,55,408,463
4296,2011-10-11 01:00:00,4,0,1,2,21.32,25.0,94,6.0032,2,9,11
5493,2012-01-04 00:00:00,1,0,1,1,3.28,3.03,42,22.0028,0,9,9
4683,2011-11-08 05:00:00,4,0,1,1,12.3,15.91,87,6.0032,1,17,18
10047,2012-11-04 00:00:00,4,0,0,1,12.3,15.91,61,7.0015,5,97,102
2209,2011-05-18 23:00:00,2,0,1,1,21.32,25.0,94,6.0032,10,49,59
8612,2012-08-01 05:00:00,3,0,1,2,26.24,29.545,78,8.9981,3,46,49
6591,2012-03-11 22:00:00,1,0,0,1,16.4,20.455,54,12.998,13,81,94
4563,2011-11-03 05:00:00,4,0,1,1,13.12,16.665,81,8.9981,1,27,28
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
8067,2012-06-16 12:00:00,2,0,0,1,27.88,31.82,41,7.0015,254,349,603
5799,2012-01-16 19:00:00,1,1,0,1,10.66,12.12,56,19.0012,10,134,144
4516,2011-11-01 06:00:00,4,0,1,1,13.12,15.91,81,12.998,3,90,93
2350,2011-06-05 20:00:00,2,0,0,1,27.06,31.06,69,12.998,84,195,279
